pr_id,pr_title,pr_author,state,created_at,merged_at,body
65554,Improve KeyError message in DataFrame indexingImprove keyerror message,pradipgirhe,closed,2026-05-09T12:37:52Z,,"closes #65553
- This PR improves the KeyError message raised when accessing missing columns in DataFrame indexing.

The goal is to make the error clearer and more helpful for debugging missing keys.

Changes:
- Improved KeyError message in pandas/core/frame.py
- Updated test coverage in test_getitem.py
- Added minor cleanup in gitignore (local environment ignored)

This improves developer experience when working with DataFrames.  closes #xxxx (Replace xxxx with the GitHub issue number)
- [ ] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [ ] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [ ] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [ ] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
- [ ] I have reviewed and followed all the [contribution guidelines](https://pandas.pydata.org/docs/dev/development/contributing.html)
- [ ] If I used AI to develop this pull request, I prompted it to follow `AGENTS.md`.
"
65552,BUG: Ensure read_excel creates DatetimeIndex with pyarrow backend (#6…,rahulrathnavel,closed,2026-05-09T05:33:24Z,,
65549,TYP: annotate pandas/_config/config.py,jbrockmendel,closed,2026-05-08T22:49:43Z,2026-05-08T23:51:52Z,"## Summary

- Add the missing type annotations in `pandas/_config/config.py` and drop the module from the mypy `[[tool.mypy.overrides]]` list (the override disabled `disallow_untyped_defs/calls/incomplete_defs`).
- The diff is almost entirely annotations. Three substantive lines:
  - `set_option`: `if opt.cb:` → `if opt is not None and opt.cb:` (the validator branch above already guarded with `if opt and ...`; the `cb` branch did not).
  - `_build_option_description`: one-line `assert o is not None` so the existing `o.doc` access is type-safe (the function is only ever called with keys returned by `_select_options`, which filters to registered options).
  - `get_default_val`: same `assert opt is not None` pattern.
- Inner validators in `is_type_factory` / `is_instance_factory` / `is_one_of_factory` take `x: object`, matching `RegisteredOption.validator: Callable[[object], Any] | None`. `*args` for `set_option` / `option_context` stayed `Any` because the alternating `(str, value, ...)` contract isn't expressible without overloads.

## Test plan

- [x] `mypy pandas/` clean (1458 files)
- [x] `pyright pandas/_config/` clean
- [x] `pre-commit run --files pandas/_config/config.py pyproject.toml`
- [x] `pytest pandas/tests/config/` (55 passed)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65548,TYP: enable mypy checking for pandas.util._decorators,jbrockmendel,closed,2026-05-08T22:38:27Z,2026-05-11T15:25:44Z,"## Summary

- Removes `pandas.util._decorators` from the mypy `overrides` list so it's covered by the standard strict settings.
- Tightens annotations in `_decorators.py`: `deprecate`, `deprecate_kwarg`, and `deprecate_nonkeyword_arguments` now use `ParamSpec` (`P` from `pandas._typing`) + `TypeVar` so the wrapped function's signature flows through to callers, instead of being erased to `Callable[..., Any]`. Two pre-existing `# type: ignore[return-value]` / `cast(""F"", ...)` workarounds become unnecessary and are removed. Also fixes the genuinely-wrong return type on `deprecate` (it returned the wrapped function, but was annotated as `Callable[[F], F]` — i.e. as if it were a decorator).
- Drops an inert `err: type[Exception]` annotation in `pandas/tests/io/parser/test_quoting.py` that triggered an `[annotation-unchecked]` note (the file is in the `check_untyped_defs = false` override, so the annotation wasn't doing anything).

No user-visible behavior change; mypy + pyright both clean across the repo.

## Test plan

- [x] `mypy pandas` — clean across 1458 source files
- [x] `pyright` (full repo, basic mode) — 0 errors / 0 warnings / 0 informations
- [x] `pre-commit run` on all touched files
- [x] `pytest pandas/tests/util/test_deprecate.py pandas/tests/util/test_deprecate_kwarg.py pandas/tests/util/test_deprecate_nonkeyword_arguments.py pandas/tests/io/parser/test_quoting.py::test_bad_quoting` — all pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65547,TYP: annotate pandas/io/excel/_pyxlsb and drop from mypy overrides,jbrockmendel,closed,2026-05-08T22:32:31Z,2026-05-08T23:52:53Z,"## Summary

- Annotate the previously-untyped methods in `pandas/io/excel/_pyxlsb.py` (`load_workbook`, `get_sheet_by_name`, `get_sheet_by_index`, `_convert_cell`, `get_sheet_data`).
- Remove `pandas.io.excel._pyxlsb` from the `[[tool.mypy.overrides]]` block in `pyproject.toml` so it's now checked under the strict `disallow_untyped_*` settings like the rest of the codebase.

## Test plan

- [x] `mypy` clean
- [x] `pyright pandas/io/excel/_pyxlsb.py` clean
- [x] `pre-commit run --files pandas/io/excel/_pyxlsb.py pyproject.toml` clean

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65546,DOC: fix relativedelta link in DateOffset See Also,jbrockmendel,closed,2026-05-08T22:31:53Z,2026-05-08T23:54:32Z,"## Summary

- Add `dateutil` to `intersphinx_mapping` in `doc/source/conf.py` so the `dateutil.relativedelta.relativedelta` cross-reference in the `DateOffset` See Also block resolves to dateutil's own docs.
- Without this, intersphinx falls back to matplotlib's `matplotlib.dates.relativedelta` re-export — confirmed against the live dev docs, where the link points to `https://matplotlib.org/stable/api/dates_api.html#matplotlib.dates.relativedelta`.

closes #52650

## Test plan

- [ ] `objects.inv` at `https://dateutil.readthedocs.io/en/stable/` registers `dateutil.relativedelta.relativedelta` as `py:class` (verified)
- [ ] Local doc build resolves the See Also link to dateutil instead of matplotlib

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65545,DOC: clarify GroupBy.resample parameters (GH-54295),jbrockmendel,closed,2026-05-08T22:26:33Z,2026-05-09T11:59:19Z,"## Summary

- Replace the vague ``*args``/``**kwargs`` description in ``GroupBy.resample`` (which pointed at the undocumented ``TimeGrouper`` and listed ``how``, ``fill_method``, ``limit``, ``kind``) with the actual valid keyword arguments
- ``kind`` was never accepted by ``TimeGrouper``; ``how``, ``fill_method``, and ``limit`` are stored on the instance but silently ignored
- Defer parameter detail to ``Series.resample`` rather than duplicating, and add ``Series.resample`` / ``DataFrame.resample`` to See Also so users land on the thorough docs they were hunting for
- Drive-by: fix ``TimdeltaResampler`` typo in the Returns section

closes #54295

## Test plan

- [x] ``pre-commit run --files pandas/core/groupby/groupby.py``
- [x] ``pytest --doctest-modules pandas/core/groupby/groupby.py -k ""GroupBy.resample""``
- [x] Verified rendered docstring via ``help(df.groupby(...).resample)``

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65544,DOC: clarify read_fwf filepath_or_buffer description (GH-55790),jbrockmendel,closed,2026-05-08T22:20:09Z,2026-05-08T23:57:04Z,"- closes #55790

## Summary

The reporter of GH-55790 read the `str` in `read_fwf`'s `filepath_or_buffer` type as if it could be the file's raw text content and asked for `str` to be removed. `read_fwf` does accept a string path (just like `read_csv`), so removing it would be wrong — but the existing wording (`""String, path object...""`) is terser and less explicit than `read_csv`'s.

This aligns `read_fwf`'s description with `read_csv` / `read_table`: explicitly says ""Any valid string path is acceptable"" and breaks out the path-object and file-like-object explanations into their own paragraphs.

## Test plan
- [x] pre-commit hooks pass
- [ ] doc preview renders cleanly

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65543,TYP: enable mypy on pandas.compat.numpy.function,jbrockmendel,closed,2026-05-08T22:10:35Z,2026-05-08T23:58:20Z,"## Summary

- Adds argument type annotations to the helpers in `pandas/compat/numpy/function.py` so mypy passes with default strictness.
- Removes `pandas.compat.numpy.function` from the mypy `disallow_untyped_defs`/`disallow_untyped_calls`/`disallow_incomplete_defs` exemption list.

## Test plan

- [x] `mypy` clean
- [x] `pyright` clean
- [x] pre-commit clean"
65542,DOC: clarify result_type has no effect for ufuncs in DataFrame.apply,jbrockmendel,closed,2026-05-08T22:09:43Z,2026-05-08T23:59:47Z,"## Summary

- Adds a note to the `result_type` parameter description in `DataFrame.apply` documenting that the option is silently bypassed when `func` is a NumPy universal function.
- Suggests wrapping the ufunc in a Python function (e.g. `lambda x: np.sqrt(x)`) as a workaround.

closes #49190

## Test plan
- [x] `DataFrame.apply` doctests still pass (11 attempted, 0 failures)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65541,TYP: enable mypy checking for pandas.core.sorting,jbrockmendel,closed,2026-05-08T22:04:44Z,2026-05-09T00:00:52Z,"## Summary
- Drop `pandas.core.sorting` from the mypy override list and add the missing parameter/return annotations the strict pass surfaced.
- Adjust `ExtensionArray.argmin`/`argmax` callers in `core/arrays/base.py` to `cast` the now-typed `nargminmax` return to `int` (those paths are 1D so the int branch always wins).

## Test plan
- [x] `mypy pandas` clean
- [x] `pytest pandas/tests/test_sorting.py` (82 passed)
- [x] pre-commit hooks pass

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65540,TYP: enable mypy disallow_untyped_defs for pandas.core.roperator,jbrockmendel,closed,2026-05-08T22:01:32Z,2026-05-09T00:01:49Z,"## Summary
- Annotate the reverse-operator helpers in `pandas/core/roperator.py` with `Any` (and `tuple[Any, Any]` for `rdivmod`)
- Drop the `pandas.core.roperator` TODO entry from the mypy `disallow_untyped_defs = false` override list in `pyproject.toml`

These functions are intentionally generic dispatchers — they delegate to whatever dunder methods the operands implement — so `Any` is the appropriate annotation rather than something narrower.

## Test plan
- [x] `mypy pandas` passes with no new errors

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65539,DOC: document Rolling.apply Series index when on= is specified,jbrockmendel,closed,2026-05-08T21:59:50Z,2026-05-09T00:02:40Z,"## Summary

- Documents the behavior reported in GH-47494: when `DataFrame.rolling(on=col).apply(func)` is called with `raw=False`, the Series passed to `func` is indexed by the values of `col` rather than the original DataFrame index.
- Per @mroeschke's resolution on the issue, this is intentional (consistent with iterating over the rolling object) and the fix is to document it.
- Adds a Notes section to `Rolling.apply` and a clarifying paragraph to the `on` parameter description on `DataFrame.rolling` / `Series.rolling`.

## Test plan

- [x] `pbuild && pytest pandas/tests/window/test_apply.py` — 80 passed
- [x] `help(pd.api.typing.Rolling.apply)` and `help(pd.DataFrame.rolling)` render the new sections cleanly

closes #47494"
65538,DOC: clarify ExcelWriter engine vs package names (GH-48514),jbrockmendel,closed,2026-05-08T21:59:02Z,2026-05-11T15:47:39Z,"## Summary
- Disambiguates the `ExcelWriter` docstring on the `engine`/`engine_kwargs` arguments. The reporter on GH-48514 was confused whether bullet entries like `odf` referred to the engine string or the package (the answer: `odf` is the engine string, `odfpy` is the package). The header, `engine`, and `engine_kwargs` sections now make that distinction explicit and list which engines apply to which file extensions.
- Fixes the `path` description: `.xls` is not writable (no registered xls writer) and `.xlsm` was missing.

closes #48514

## Test plan
- [x] Doc-only change; no behavior modified.
- [x] `help(pd.ExcelWriter)` renders as expected.
- [x] Pre-commit hooks pass.

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65537,TYP: enable mypy checks on pandas.core.dtypes.generic,jbrockmendel,closed,2026-05-08T21:50:59Z,2026-05-09T00:04:02Z,"## Summary

- Removed `pandas.core.dtypes.generic` from the `disallow_untyped_*` mypy override list and added type annotations to `create_pandas_abc_type` and its inner `_check`/`_instancecheck`/`_subclasscheck` helpers.
- Fixed three latent bugs the typed signature surfaced: `(""categorical"")`, `(""datetimearray"")`, and `(""timedeltaarray"")` were bare strings, not single-element tuples, so the `_typ in comp` check was a substring lookup rather than equality. No real `_typ` value is a substring of any of those three, so this is observably a no-op in practice — but it was a foot-gun waiting for someone to add a short `_typ`.
- Single-element tuple `in` is actually a touch faster than substring `in` (one interned-string `==` vs char-by-char scan), so no perf regression.

## Test plan

- [x] `mypy pandas` — success, no issues across 1458 source files
- [x] `pyright pandas/core/dtypes/generic.py` — 0 errors
- [x] `pre-commit run --files pandas/core/dtypes/generic.py pyproject.toml` — clean

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65535,TYP: enable mypy on core.internals.api,jbrockmendel,closed,2026-05-08T21:47:11Z,2026-05-09T00:05:18Z,"## Summary
- Drop `pandas.core.internals.api` from the mypy `disallow-untyped-defs` exemption list in `pyproject.toml`.
- Annotate `make_block`, `_maybe_infer_ndim`, and `maybe_infer_ndim` (the three functions previously missing annotations).
- Widen `extract_pandas_array`'s `ndim` parameter from `int` to `int | None` — its body already handles None correctly (`if ndim and ndim > 1`), and `make_block` calls it before `ndim` is inferred.
- Add a `# type: ignore[arg-type]` (with descriptive error comment) on the `values` arg of the pyarrow<15 `_simple_new` call, alongside the existing one for `dtype`.

## Test plan
- [x] `mypy pandas` passes
- [x] `pyright pandas/core/internals/api.py pandas/core/internals/blocks.py` passes
- [x] pre-commit passes

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65534,TYP: enable mypy checking for pandas.core.window.online,jbrockmendel,closed,2026-05-08T21:43:15Z,2026-05-09T00:06:35Z,"## Summary
- Add type annotations to `generate_online_numba_ewma_func`, `online_ewma`, `EWMMeanState.__init__`, and `EWMMeanState.run_ewm` in `pandas/core/window/online.py`
- Drop `pandas.core.window.online` from the `disallow_untyped_defs = false` mypy override list in `pyproject.toml`
- Add a `# type: ignore[arg-type]` at the `run_ewm` call site in `ewm.py` for `self.min_periods` (typed `int | None`), matching the existing pattern at line 894

## Test plan
- [x] `mypy pandas/core/window/online.py` clean (one pre-existing unrelated error in `frame.py:17435`)
- [x] `mypy pandas/core/window/` clean
- [x] `pyright pandas/core/window/online.py` clean
- [x] `pre-commit run` clean

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65533,TYP: type-check pandas.core.sample,jbrockmendel,closed,2026-05-08T21:41:07Z,2026-05-09T11:53:40Z,"## Summary
- Drop the mypy exemption for `pandas.core.sample` and add the annotation needed for strict checking.
- Tighten `GroupBy.sample`'s `weights` parameter from `Sequence | Series` to `ListLike` — groupby sampling does not accept column-name strings, so this both matches behavior and lets the call site type-check against `preprocess_weights`.

## Test plan
- [x] `mypy pandas` passes cleanly
- [x] `pytest pandas/tests/frame/methods/test_sample.py pandas/tests/groupby/methods/test_sample.py` (78 passed)

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65532,"DOC: clarify from_spmatrix converts to CSC, not COO (GH-43419)",jbrockmendel,closed,2026-05-08T21:39:38Z,2026-05-12T16:32:16Z,"## Summary

- The sparse user guide claimed that input matrices not in COOrdinate format would be converted, but `DataFrame.sparse.from_spmatrix` actually converts to CSC (`data.tocsc()` in `pandas/core/arrays/sparse/accessor.py`). The `from_spmatrix` docstring already correctly says ""Must be convertible to csc format.""
- Update the user guide wording to reference ``csc_matrix`` instead of ``COOrdinate``, and reword the follow-on sentence so ""back"" no longer implies the input was COO.

closes #43419

## Test plan

- [ ] Doc-only change; rendered HTML reads correctly.

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65531,CLN: drop stale pre-commit exclude for deleted code_style.rst,jbrockmendel,closed,2026-05-08T21:34:25Z,2026-05-09T00:08:30Z,"## Summary

- The `unwanted-patterns` pre-commit hook had `exclude: ^doc/source/development/code_style\.rst`, but that file was removed in GH-46724 (2022).
- Drops the dead exclude line.

While investigating GH-33851 (request for a single code-guidelines doc), I noticed the issue is effectively resolved: `code_style.rst` was folded into `contributing_codebase.rst` by GH-46724, leaving `contributing_codebase.rst` as the single document for code standards. This stale exclude is the only loose end.

## Test plan

- [x] No files match the regex anymore — pre-commit `Unwanted patterns` hook still runs cleanly on the rest of the tree.

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65527,"DOC: drop dead redirects, generate ExtensionDtype member pages",jbrockmendel,closed,2026-05-08T16:37:50Z,2026-05-09T00:09:46Z,"## Summary

Audit pass on `doc/redirects.csv`, focused only on entries whose destination page is never built:

- Drop redirects whose target symbol no longer exists in pandas (e.g. `DataFrame.from_csv`, `Series.ptp`, `Float64Index`, `Timedelta.delta`, `Timestamp.weekday_name`, etc.).
- Drop redirects whose target symbol still exists but is not listed in any `.. autosummary::` directive in the reference docs, so no per-member page is generated. Bulk of these are inherited dtype attributes on `DatetimeTZDtype` (`base`, `kind`, `itemsize`, `subdtype`, …), plus a few stragglers like `Index.groupby`, `Series.dt.week`, `Series.dt.weekofyear`.
- For `pandas.api.extensions.ExtensionDtype.{construct_array_type, construct_from_string, is_dtype, kind, name, names, na_value, type}`: instead of dropping, fix the docs side by adding an indented `.. autosummary:: :toctree: api/` block in `doc/source/reference/extensions.rst` so the per-member API pages actually get generated. The redirects are kept.

98 dead-target redirect rows removed, 12 lines added to `extensions.rst`. No retargeting, no chain flattening, no other restructuring — those issues exist but are out of scope here.

## Test plan
- [ ] Doc build (`python doc/make.py html`) succeeds without warnings on the new autosummary entries
- [ ] Spot-check that `pandas.api.extensions.ExtensionDtype.kind.html` renders after the build
- [ ] Spot-check that a removed redirect (e.g. `generated/pandas.DataFrame.from_csv`) is no longer in the file

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65522,DOC: rewrite DataFrameGroupBy.hist docstring for groupby,oskarseweryn,closed,2026-05-08T06:46:29Z,2026-05-08T17:53:03Z,"- [x] closes #22241
- [x] Tests added and passed if fixing a bug or adding a new feature *(n/a — docs-only)*
- [x] All [code checks](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit) passed.
- [x] Added type annotations to new arguments/methods/functions *(n/a — docs-only)*
- [x] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file *(n/a — pure wording clarification, matches recent docs-only precedent)*
- [x] I have reviewed and followed all the contribution guidelines.
- [x] If I used AI to develop this pull request, I prompted it to follow AGENTS.md.

## Summary

Rewrites `DataFrameGroupBy.hist`'s docstring to actually describe the per-group semantics, instead of carrying `DataFrame.hist`'s wording verbatim.

**Why now.** PR #57304 (2024) added the docstring inline mechanically to satisfy PR02 docstring validation, and PR #63729 (2024) removed the `@doc` decorator that previously copied it from `DataFrame.hist` — locking in the verbatim text. The sibling `SeriesGroupBy.hist` already has a properly groupby-flavored docstring (`pandas/core/groupby/generic.py:1994`). This PR brings `DataFrameGroupBy.hist` to parity, fulfilling the original ask in #22241 (\""Patch and PR are welcome!\"" — gfyoung).

## What changes

- **Summary line** names the per-group semantic.
- **Extended summary** explains the per-group subplot layout and that the method dispatches to `DataFrame.hist` per group (matching the actual `_op_via_apply(\""hist\"", ...)` implementation).
- **See Also** adds `DataFrame.hist` cross-reference.
- **Examples** uses `df.groupby(\""animal\"").hist(bins=3)` with a string grouping column and two numeric columns, replacing the original example that grouped by a numeric column.
- **Parameters / Returns** untouched (no PR02/PR05 risk).

The new docstring mirrors `SeriesGroupBy.hist`'s structure for parity."
65520,Backport PR #65436 on branch 3.0.x (Account for privatization of matplotlib `Formatter.locs` attribute),ayshih,closed,2026-05-08T05:01:35Z,2026-05-08T07:49:38Z,"This is a manual backport of PR #65436, expanded to handle the additional access of `Formatter.locs` on `3.0.x` that is not on `main`.

- [N/A] closes #xxxx (Replace xxxx with the GitHub issue number)
- [N/A] [Tests added and passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#writing-tests) if fixing a bug or adding a new feature
- [x] All [code checks passed](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#pre-commit).
- [N/A] Added [type annotations](https://pandas.pydata.org/pandas-docs/dev/development/contributing_codebase.html#type-hints) to new arguments/methods/functions.
- [N/A] Added an entry in the latest `doc/source/whatsnew/vX.X.X.rst` file if fixing a bug or adding a new feature.
- [x] I have reviewed and followed all the [contribution guidelines](https://pandas.pydata.org/docs/dev/development/contributing.html)
- [N/A] If I used AI to develop this pull request, I prompted it to follow `AGENTS.md`.
"
65519,DOC: clarify read_xml xpath behavior with default namespace,smitdighe,closed,2026-05-08T03:24:44Z,,"Closes #63668

Added a clarifying example to the `read_xml()` docstring under the 
`namespaces` parameter, showing how to use `xpath` with an XML 
document that has a default namespace."
65517,"DOC: fix broken refs, math, and grammar in window user guide",jbrockmendel,closed,2026-05-08T00:48:35Z,2026-05-08T17:48:39Z,"## Summary

Audit pass over `doc/source/user_guide/window.rst`:

**Broken cross-references / wrong API paths**
- The ""Returned Object"" column referred to `pandas.typing.api.{Rolling,Window,Expanding,ExponentialMovingWindow}`. That module doesn't exist; the correct path (and what `doc/source/reference/window.rst` uses) is `pandas.api.typing.…`.
- `:meth:` references to `~Ewm.var`, `~Ewm.std`, `~Ewm.cov` resolved nowhere — there is no `Ewm` class. Changed to `~ExponentialMovingWindow.…`.

**Outdated factual claim**
- The doc said `mean`, `median`, `max`, `min`, and `sum` support the `engine`/`engine_kwargs` arguments. `Rolling.std`, `Rolling.var`, `Expanding.std`, and `Expanding.var` also accept these (verified via `inspect.signature`). Added `std` and `var` to the list.

**Math correction**
- The exponentially-weighted formula for irregular `times` had `x_{t-i}` in the numerator but `(t_t − t_i)/λ` in the exponent — the indexes referred to different observations. Verified the implementation weights observation `j` by `0.5^((t_t − t_j)/λ)`, so `x_{t-i}` was changed to `x_i` to make the numerator and denominator index-consistent.

**Grammar / typography**
- ""comprised by looking back"" → ""formed by looking back""
- ""Some windowing aggregation, mean, sum, var and std methods"" → ""Some windowing aggregation methods (mean, sum, var, and std)""
- ""this new windowing objects"" → ""this new windowing object""
- ""operations supports"" → ""operations support""
- ""and second being"" → ""and the second being""
- `:func:` → `:class:` for `FixedForwardWindowIndexer` and `BaseIndexer` (they're classes); added the missing leading ""The ""
- ""generates a weighted windows that are"" → ""generates a weighted window that is""
- ""must be string"" → ""must be a string""
- Added missing trailing period after `\`\`window\`\` for fixed windows`
- Removed double space in ""center  of mass""

## Test plan

- [ ] Sphinx build of the user guide section produces no new warnings
- [ ] Cross-references (`pandas.api.typing.Rolling`, `~ExponentialMovingWindow.var`, etc.) resolve to existing API entries"
65516,DOC: fix pyenv path example in contributing_environment,jbrockmendel,closed,2026-05-08T00:44:34Z,2026-05-08T07:51:32Z,"## Summary

The example ENV_DIR for the pyenv flow read `~/Users/<yourname>/.pyenv/versions/pandas-dev`, which double-prepends the home directory: `~` already expands to `/Users/<yourname>` on macOS, so the literal path resolves to `/Users/<yourname>/Users/<yourname>/.pyenv/...`. Drop the redundant `Users/<yourname>` so it just reads `~/.pyenv/versions/pandas-dev`.

Long-standing typo, unrelated to the in-flight Windows-build-tools cleanup in GH-64651.

## Test plan
- [x] Pre-commit hooks pass
- [ ] Doc build renders the corrected path"
65514,DOC: refresh deprecation/version policy doc for PDEP-17,jbrockmendel,closed,2026-05-08T00:27:34Z,2026-05-08T17:20:18Z,"## Summary

`doc/source/development/policies.rst` was last meaningfully updated before PDEP-17 landed in 3.0 and still describes the old single-stage deprecation flow with a 1.x → 2.0 example. This PR brings it in line with current behavior:

- Document the three-stage deprecation flow (`PandasDeprecationWarning` → `PandasFutureWarning` → removal) with a link to PDEP-17.
- List the `PandasChangeWarning` subclass hierarchy users can filter on (`Pandas4Warning`, `Pandas5Warning`, `PandasPendingDeprecationWarning`, `PandasDeprecationWarning`, `PandasFutureWarning`).
- Refresh the worked example from 1.2.0/1.x/2.0.0 to 3.1.0/3.x/4.0.0.
- Fix a small grammar slip (""warning that provide"" → ""provides"") and an inconsistent trailing period in the bullet list.

The Python support and security policy sections are unchanged.

## Test plan

- [ ] `policies.rst` renders cleanly in the docs build (Sphinx Lint and the doc pre-commit hooks pass locally).
- [ ] `:class:` cross-references resolve to `pandas.errors.*`.

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65512,TYP: annotate OpsMixin comparison/arith/logical dunders with Self (GH-40762),jbrockmendel,closed,2026-05-08T00:18:02Z,2026-05-08T17:45:25Z,"## Summary
- Annotates the comparison (`__eq__`/`__ne__`/`__lt__`/...), arithmetic (`__add__`/`__radd__`/...), and logical (`__and__`/`__or__`/...) dunders on `OpsMixin` with `-> Self` (and `-> tuple[Self, Self]` for `__divmod__`/`__rdivmod__`).
- Closes #40762: mypy and pyright now infer `Series` for `ser == ""a""` instead of `Any`. Same for `DataFrame`, and most `ExtensionArray` subclasses where `_cmp_method`/`_arith_method`/`_logical_method` returns `Self`.
- Three small fallout fixes for sites mypy now sees more precisely: `RangeIndex.__floordiv__` (returns parent `Index`, not `Self` — needs `# type: ignore[override]`); `pct_change` return path through `_LocIndexer` widens the type, needs `# type: ignore[return-value]`; `stata._stata_elapsed_date_to_datetime_vec` `.array.view(\""Period[Y]\"")` resolves to a union that doesn't have `.asfreq`, needs `# type: ignore[union-attr]`.

`Index` and `BaseMaskedArray` (where `_cmp_method` actually returns `ndarray` / `BooleanArray`, not `Self`) get a small typing approximation under this change — `idx == x` is reported as `Index` rather than `ndarray`. This doesn't break common usage (`.any()`, boolean indexing) and keeps the change minimal; explicit overrides on those classes can be a follow-up if needed.

closes #40762

## Test plan
- [x] `mypy` on the original repro from GH-40762 (`res: pd.Series = df['kind'] == 'a'`) — error is gone, runtime returns `Series`.
- [x] `pyright` on the same repro — `res` typed as `Series`.
- [x] Net mypy error count over pandas internal source: 442 → 442 (no regressions).
- [x] `pandas/tests/series/test_arithmetic.py` + `test_logical_ops.py` — 4829 passed.
- [x] `pandas/tests/arithmetic/` + `pandas/tests/frame/test_arithmetic.py` — 21535 passed.
- [x] `pandas/tests/io/test_stata.py` + `pandas/tests/indexes/ranges/test_range.py` + `pandas/tests/series/methods/test_pct_change.py` + `pandas/tests/frame/methods/test_pct_change.py` — 925 passed.
- [x] pre-commit clean.

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65509,TST: regression tests for Timestamp.fromisoformat tz preservation (GH-56398),jbrockmendel,closed,2026-05-07T21:37:33Z,2026-05-08T17:50:56Z,"## Summary

- The bug reported in GH-56398 — `Timestamp.fromisoformat` dropping ISO 8601 timezone information — was implicitly fixed by GH-64501, which added an explicit `Timestamp.fromisoformat` classmethod that wraps `datetime.fromisoformat` and passes the result as a single `ts_input` to `Timestamp(...)`. That bypasses the inherited C-level path that triggered the args-offset bug in `Timestamp.__new__` (GH-52343).
- No regression test was added at the time. This PR adds one in `pandas/tests/scalar/timestamp/test_constructors.py::TestTimestampClassMethodConstructors`:
  - `test_constructor_fromisoformat_preserves_tz` — parametrized over `Z`, `+0000`, `+00:00`, and `-04:00` offset forms.
  - `test_constructor_fromisoformat_naive` — guards the tz-naive case.
  - `test_constructor_fromisoformat_roundtrip_isoformat` — the `Timestamp.now(""UTC"").isoformat()` round-trip from the original report.

closes #56398

## Test plan

- [x] `pytest pandas/tests/scalar/timestamp/test_constructors.py -k fromisoformat` — 6 passed
- [x] pre-commit on the changed file

🤖 Generated with [Claude Code](https://claude.com/claude-code)"
65508,BUG: to_julian_date ignored timezone (GH-54763),jbrockmendel,closed,2026-05-07T21:30:47Z,2026-05-08T17:52:15Z,"- closes #54763

## Summary

`Timestamp.to_julian_date` and `DatetimeIndex.to_julian_date` were computing the Julian date from the **local wall-clock** representation, so two timestamps referring to the same UTC instant in different timezones returned different values:

```python
>>> pd.Timestamp(""1858-11-17"", tz=""UTC"").to_julian_date()
2400000.5
>>> pd.Timestamp(""1858-11-17"", tz=""US/Mountain"").to_julian_date()
2400000.5  # wrong; should be ~2400000.79 (00:00 Mountain == 07:00 UTC)
```

JD is an absolute-time concept (cf. `Timestamp.timestamp` / POSIX seconds, which already returns the UTC instant), so the fix routes tz-aware inputs through the naive UTC instant before computing. Behavior for tz-naive inputs is unchanged.

The implementation is a single early-return in each method — naturally vectorized for the array path via `tz_convert(""UTC"").tz_localize(None)`, no per-element Python loop. Supersedes the stale GH-60280.

## Test plan

- [x] New parametrized scalar tests covering UTC / US/Pacific / Europe/London
- [x] New parametrized array tests, including agreement with element-wise `Timestamp.to_julian_date`
- [x] Existing naive-only tests in `test_to_julian_date.py` (scalar + array) still pass
- [x] Full sweep of `pandas/tests/scalar/timestamp/`, `pandas/tests/indexes/datetimes/methods/`, and `pandas/tests/tools/test_to_datetime.py` — 4439 passed (the latter exercises `Timestamp(0).to_julian_date()` inside `to_datetime`)
- [x] pre-commit clean on the touched files"
